1 -21.377943 -54.812919 -72.541614 383.122104 338.681026 341.150811
2 -80.633070 -4.102292 -77.483172 390.815825 319.344028 386.133792
3 -15.427958 73.425938 -74.503824 342.550068 322.167027 363.270697
4 54.358229 54.728997 -2.312277 391.513965 306.380446 332.139133
5 -33.127930 19.999802 -88.244313 351.693718 342.503199 371.485063
6 -25.116866 8.491835 51.660236 339.643605 355.970724 364.692903
7 85.876381 10.129331 -84.884494 383.956326 344.814890 362.871909
8 -34.569970 -81.035631 30.914238 344.766990 321.239499 314.425930
9 62.912578 -80.080033 5.779482 346.736640 364.530571 354.614665
10 85.054319 -79.411462 -41.112190 384.856955 357.602150 307.761263
11 -37.952223 -4.608032 -55.458842 363.503693 383.694379 325.729499
12 -2.840167 -73.280630 20.861628 316.595952 303.896011 312.986179
13 30.635322 14.222424 -66.152374 392.359523 372.189896 324.687185
14 66.760236 39.109128 23.101779 398.109218 392.555720 324.540911
15 -5.042106 -73.789839 -60.119782 359.309494 353.478768 336.758021
16 20.560656 -90.431086 -36.862392 345.998855 308.644899 319.736132
17 -28.325171 -24.772390 58.316605 378.080517 344.060223 397.742925
18 12.929076 73.080896 -52.808382 348.744449 314.799571 303.701470
19 -19.041839 -87.611274 -90.697943 307.550171 310.910581 364.450478
20 -26.374102 -47.653397 -89.523618 347.276276 344.849359 340.671615
