1 -21.148070 -54.609710 -72.336924 383.122104 338.681026 341.150811
2 -80.398580 -3.910685 -77.251492 390.815825 319.344028 386.133792
3 -15.222428 73.619238 -74.285861 342.550068 322.167027 363.270697
4 54.593137 54.912825 -2.112993 391.513965 306.380446 332.139133
5 -32.916914 20.205303 -88.021422 351.693718 342.503199 371.485063
6 -24.913080 8.705418 51.879052 339.643605 355.970724 364.692903
7 86.106755 10.336220 -84.666771 383.956326 344.814890 362.871909
8 -34.363110 -80.842888 31.102893 344.766990 321.239499 314.425930
9 63.120620 -79.861314 5.992250 346.736640 364.530571 354.614665
10 85.285233 -79.196901 -40.927533 384.856955 357.602150 307.761263
11 -37.734120 -4.377815 -55.263404 363.503693 383.694379 325.729499
12 -2.650209 -73.098292 21.049419 316.595952 303.896011 312.986179
13 30.870738 14.445738 -65.957562 392.359523 372.189896 324.687185
14 66.999102 39.344661 23.296504 398.109218 392.555720 324.540911
15 -4.826521 -73.577752 -59.917727 359.309494 353.478768 336.758021
16 20.768256 -90.245899 -36.670550 345.998855 308.644899 319.736132
17 -28.098323 -24.565953 58.555251 378.080517 344.060223 397.742925
18 13.138322 73.269776 -52.626161 348.744449 314.799571 303.701470
19 -18.857309 -87.424728 -90.479273 307.550171 310.910581 364.450478
20 -26.165736 -47.446488 -89.319215 347.276276 344.849359 340.671615
