1 -21.416256 -54.846787 -72.575730 383.122104 338.681026 341.150811
2 -80.672151 -4.134226 -77.521786 390.815825 319.344028 386.133792
3 -15.462213 73.393721 -74.540151 342.550068 322.167027 363.270697
4 54.319078 54.698359 -2.345491 391.513965 306.380446 332.139133
5 -33.163100 19.965551 -88.281462 351.693718 342.503199 371.485063
6 -25.150831 8.456238 51.623767 339.643605 355.970724 364.692903
7 85.837985 10.094849 -84.920781 383.956326 344.814890 362.871909
8 -34.604447 -81.067755 30.882795 344.766990 321.239499 314.425930
9 62.877904 -80.116486 5.744020 346.736640 364.530571 354.614665
10 85.015833 -79.447222 -41.142966 384.856955 357.602150 307.761263
11 -37.988573 -4.646401 -55.491415 363.503693 383.694379 325.729499
12 -2.871826 -73.311019 20.830329 316.595952 303.896011 312.986179
13 30.596086 14.185205 -66.184843 392.359523 372.189896 324.687185
14 66.720425 39.069872 23.069325 398.109218 392.555720 324.540911
15 -5.078037 -73.825187 -60.153458 359.309494 353.478768 336.758021
16 20.526057 -90.461951 -36.894366 345.998855 308.644899 319.736132
17 -28.362979 -24.806796 58.276831 378.080517 344.060223 397.742925
18 12.894201 73.049416 -52.838752 348.744449 314.799571 303.701470
19 -19.072594 -87.642365 -90.734388 307.550171 310.910581 364.450478
20 -26.408829 -47.687882 -89.557685 347.276276 344.849359 340.671615
